Date,AGG,MSCI
2003-11-30,0.34976181387901306,0.6502381861209869
2003-12-31,0.5655410885810852,0.4344589114189148
2004-01-31,0.7229523062705994,0.27704769372940063
2004-02-29,0.46509501338005066,0.5349049866199493
2004-03-31,0.5632349252700806,0.43676507472991943
2004-04-30,0.46270236372947693,0.5372976362705231
2004-05-31,0.6136360764503479,0.3863639235496521
2004-06-30,0.7135280966758728,0.2864719033241272
2004-07-31,0.7233309745788574,0.2766690254211426
2004-08-31,0.2459905743598938,0.7540094256401062
2004-09-30,0.31110700964927673,0.6888929903507233
2004-10-31,0.26521575450897217,0.7347842454910278
2004-11-30,0.4513029456138611,0.5486970543861389
2004-12-31,0.8171947598457336,0.18280524015426636
2005-01-31,0.41124647855758667,0.5887535214424133
2005-02-28,0.15953239798545837,0.8404676020145416
2005-03-31,0.2737311124801636,0.7262688875198364
2005-04-30,0.08557046949863434,0.9144295305013657
2005-05-31,0.6480664014816284,0.3519335985183716
2005-06-30,0.6283383369445801,0.3716616630554199
2005-07-31,0.23574882745742798,0.764251172542572
2005-08-31,0.43106165528297424,0.5689383447170258
2005-09-30,0.4553508460521698,0.5446491539478302
2005-10-31,0.3557487428188324,0.6442512571811676
2005-11-30,0.3286650478839874,0.6713349521160126
2005-12-31,0.5639098882675171,0.4360901117324829
2006-01-31,0.3393431305885315,0.6606568694114685
2006-02-28,0.39726167917251587,0.6027383208274841
2006-03-31,0.5627588629722595,0.4372411370277405
2006-04-30,0.6254481673240662,0.37455183267593384
2006-05-31,0.4697117209434509,0.5302882790565491
2006-06-30,0.7469100952148438,0.25308990478515625
2006-07-31,0.2536880373954773,0.7463119626045227
2006-08-31,0.46232062578201294,0.5376793742179871
2006-09-30,0.1248568594455719,0.8751431405544281
2006-10-31,0.33566007018089294,0.6643399298191071
2006-11-30,0.558441162109375,0.441558837890625
2006-12-31,0.3940867483615875,0.6059132516384125
2007-01-31,0.5519381761550903,0.44806182384490967
2007-02-28,0.38782334327697754,0.6121766567230225
2007-03-31,0.357706755399704,0.642293244600296
2007-04-30,0.6356143355369568,0.3643856644630432
2007-05-31,0.8844119906425476,0.11558800935745239
2007-06-30,0.3888918161392212,0.6111081838607788
2007-07-31,0.3406749963760376,0.6593250036239624
2007-08-31,0.35961148142814636,0.6403885185718536
2007-09-30,0.4806446135044098,0.5193553864955902
2007-10-31,0.7827717661857605,0.2172282338142395
2007-11-30,0.8424713015556335,0.15752869844436646
2007-12-31,0.5412362217903137,0.4587637782096863
2008-01-31,0.5143411755561829,0.48565882444381714
2008-02-29,0.3069695234298706,0.6930304765701294
2008-03-31,0.21361860632896423,0.7863813936710358
2008-04-30,0.23568221926689148,0.7643177807331085
2008-05-31,0.26093724370002747,0.7390627562999725
2008-06-30,0.7527912259101868,0.24720877408981323
2008-07-31,0.07453425973653793,0.9254657402634621
2008-08-31,0.19083820283412933,0.8091617971658707
2008-09-30,0.47081753611564636,0.5291824638843536
2008-10-31,0.3727065622806549,0.6272934377193451
2008-11-30,0.5519585609436035,0.4480414390563965
2008-12-31,0.3003174066543579,0.6996825933456421
2009-01-31,0.4875853657722473,0.5124146342277527
2009-02-28,0.6405662894248962,0.35943371057510376
2009-03-31,0.3821115791797638,0.6178884208202362
2009-04-30,0.3893802762031555,0.6106197237968445
2009-05-31,0.7084707617759705,0.29152923822402954
2009-06-30,0.6315929889678955,0.3684070110321045
2009-07-31,0.06599469482898712,0.9340053051710129
2009-08-31,0.40725359320640564,0.5927464067935944
2009-09-30,0.4603314995765686,0.5396685004234314
2009-10-31,0.4604308605194092,0.5395691394805908
2009-11-30,0.986032247543335,0.013967752456665039
2009-12-31,0.604468584060669,0.39553141593933105
2010-01-31,0.28606000542640686,0.7139399945735931
2010-02-28,0.6399205923080444,0.36007940769195557
2010-03-31,0.7487298846244812,0.2512701153755188
2010-04-30,0.37012919783592224,0.6298708021640778
2010-05-31,0.23683932423591614,0.7631606757640839
2010-06-30,0.7144738435745239,0.2855261564254761
2010-07-31,0.3660733103752136,0.6339266896247864
2010-08-31,0.7663553357124329,0.23364466428756714
2010-09-30,0.43579524755477905,0.564204752445221
2010-10-31,0.7205883264541626,0.2794116735458374
2010-11-30,0.7222594022750854,0.27774059772491455
2010-12-31,0.6811845302581787,0.3188154697418213
2011-01-31,0.43243464827537537,0.5675653517246246
2011-02-28,0.8671215176582336,0.13287848234176636
2011-03-31,0.39113849401474,0.60886150598526
2011-04-30,0.7057616114616394,0.2942383885383606
2011-05-31,0.46098214387893677,0.5390178561210632
2011-06-30,0.13645634055137634,0.8635436594486237
2011-07-31,0.40868422389030457,0.5913157761096954
2011-08-31,0.5829132795333862,0.41708672046661377
2011-09-30,0.29690244793891907,0.7030975520610809
2011-10-31,0.49289339780807495,0.507106602191925
2011-11-30,0.4113754630088806,0.5886245369911194
2011-12-31,0.46575087308883667,0.5342491269111633
2012-01-31,0.8018765449523926,0.19812345504760742
2012-02-29,0.8514273762702942,0.1485726237297058
2012-03-31,0.7231438755989075,0.27685612440109253
2012-04-30,0.355109840631485,0.644890159368515
2012-05-31,0.7832471132278442,0.21675288677215576
2012-06-30,0.5510416030883789,0.4489583969116211
2012-07-31,0.9052472114562988,0.09475278854370117
2012-08-31,0.5447085499763489,0.4552914500236511
2012-09-30,0.45457908511161804,0.545420914888382
2012-10-31,0.16281145811080933,0.8371885418891907
2012-11-30,0.3888799250125885,0.6111200749874115
2012-12-31,0.4271013140678406,0.5728986859321594
2013-01-31,0.616240918636322,0.383759081363678
2013-02-28,0.6869335174560547,0.3130664825439453
2013-03-31,0.19989708065986633,0.8001029193401337
2013-04-30,0.33156201243400574,0.6684379875659943
2013-05-31,0.445706307888031,0.554293692111969
2013-06-30,0.5712655186653137,0.4287344813346863
2013-07-31,0.47653013467788696,0.523469865322113
2013-08-31,0.481605589389801,0.518394410610199
2013-09-30,0.5504388213157654,0.4495611786842346
2013-10-31,0.7666409015655518,0.23335909843444824
2013-11-30,0.44350576400756836,0.5564942359924316
2013-12-31,0.47538647055625916,0.5246135294437408
2014-01-31,0.6586988568305969,0.3413011431694031
2014-02-28,0.3526391386985779,0.6473608613014221
2014-03-31,0.602833092212677,0.397166907787323
2014-04-30,0.48179036378860474,0.5182096362113953
2014-05-31,0.6750374436378479,0.3249625563621521
2014-06-30,0.23242400586605072,0.7675759941339493
2014-07-31,0.10864854604005814,0.8913514539599419
2014-08-31,0.4085080921649933,0.5914919078350067
2014-09-30,0.5105550289154053,0.4894449710845947
2014-10-31,0.7374063730239868,0.2625936269760132
2014-11-30,0.6789244413375854,0.32107555866241455
2014-12-31,0.49623507261276245,0.5037649273872375
2015-01-31,0.6167044639587402,0.38329553604125977
2015-02-28,0.8588584661483765,0.14114153385162354
2015-03-31,0.6841683983802795,0.31583160161972046
2015-04-30,0.6199612617492676,0.3800387382507324
2015-05-31,0.7699857354164124,0.23001426458358765
2015-06-30,0.559298574924469,0.440701425075531
2015-07-31,0.690907895565033,0.30909210443496704
2015-08-31,0.3469489812850952,0.6530510187149048
2015-09-30,0.5196491479873657,0.4803508520126343
2015-10-31,0.572985053062439,0.42701494693756104
2015-11-30,0.7363651990890503,0.2636348009109497
2015-12-31,0.10951727628707886,0.8904827237129211
2016-01-31,0.2291223704814911,0.7708776295185089
2016-02-29,0.15640681982040405,0.843593180179596
2016-03-31,0.14942170679569244,0.8505782932043076
2016-04-30,0.7554474472999573,0.24455255270004272
2016-05-31,0.24380606412887573,0.7561939358711243
2016-06-30,0.4555143713951111,0.5444856286048889
2016-07-31,0.6310544013977051,0.3689455986022949
2016-08-31,0.45937469601631165,0.5406253039836884
2016-09-30,0.4624398350715637,0.5375601649284363
2016-10-31,0.3985961079597473,0.6014038920402527
2016-11-30,0.2557004690170288,0.7442995309829712
2016-12-31,0.7992703914642334,0.2007296085357666
2017-01-31,0.4003763198852539,0.5996236801147461
2017-02-28,0.19375768303871155,0.8062423169612885
2017-03-31,0.23886412382125854,0.7611358761787415
2017-04-30,0.3998803198337555,0.6001196801662445
2017-05-31,0.4499504566192627,0.5500495433807373
2017-06-30,0.9153553247451782,0.08464467525482178
2017-07-31,0.5350778698921204,0.46492213010787964
2017-08-31,0.6758211851119995,0.3241788148880005
2017-09-30,0.747343122959137,0.25265687704086304
2017-10-31,0.8118996620178223,0.18810033798217773
2017-11-30,0.5920945405960083,0.4079054594039917
2017-12-31,0.47163617610931396,0.528363823890686
2018-01-31,0.41961124539375305,0.580388754606247
2018-02-28,0.5142854452133179,0.48571455478668213
2018-03-31,0.6557760238647461,0.3442239761352539
2018-04-30,0.6383618116378784,0.3616381883621216
2018-05-31,0.44356560707092285,0.5564343929290771
2018-06-30,0.5292198061943054,0.4707801938056946
2018-07-31,0.23639151453971863,0.7636084854602814
2018-08-31,0.5667905807495117,0.4332094192504883
2018-09-30,0.23118294775485992,0.7688170522451401
2018-10-31,0.12800070643424988,0.8719992935657501
2018-11-30,0.36358416080474854,0.6364158391952515
2018-12-31,0.4876997768878937,0.5123002231121063
2019-01-31,0.48627761006355286,0.5137223899364471
2019-02-28,0.5281850099563599,0.47181499004364014
2019-03-31,0.6939785480499268,0.30602145195007324
2019-04-30,0.249184712767601,0.750815287232399
2019-05-31,0.7301833629608154,0.26981663703918457
2019-06-30,0.5122214555740356,0.48777854442596436
2019-07-31,0.27927759289741516,0.7207224071025848
2019-08-31,0.4980844557285309,0.5019155442714691
2019-09-30,0.7679953575134277,0.23200464248657227
2019-10-31,0.4569573998451233,0.5430426001548767
2019-11-30,0.75409996509552,0.24590003490447998
2019-12-31,0.7856854796409607,0.2143145203590393
